4.246978275662486979e+00,4.247157340027601258e+00,4.246800561128517337e+00,4.246396089236712967e+00,4.246097288735773745e+00,4.245682336351168651e+00,4.245377881787585572e+00,4.244966433759339353e+00,4.244664617526717088e+00,4.244254041018380441e+00,4.243951993213694429e+00,4.243582106821119915e+00,4.243317505092389474e+00,4.243064129964727371e+00,4.242909584342938523e+00,4.242945702368116301e+00
4.250698124778280018e+00,4.249945736355480008e+00,4.249225952228868231e+00,4.248269624685732104e+00,4.247568537249286180e+00,4.246610135526895924e+00,4.245908390729323578e+00,4.244953477879480630e+00,4.244256034321552740e+00,4.243327958290349144e+00,4.242649963271214908e+00,4.241715615610791801e+00,4.241016522828620516e+00,4.240124565608603291e+00,4.239479966023023572e+00,4.239254725143969615e+00
4.254656434998590697e+00,4.253208600806973827e+00,4.252048533803069574e+00,4.250484389663192530e+00,4.249338903837191594e+00,4.247777901344644391e+00,4.246635350278811671e+00,4.245080757674720040e+00,4.243939378085975989e+00,4.242369678125023746e+00,4.241223989646165649e+00,4.239717882793193837e+00,4.238631809275485551e+00,4.237137860185579363e+00,4.235959424587253608e+00,4.235007158843747455e+00
4.258654047433748424e+00,4.256545340530509591e+00,4.254931606082583251e+00,4.252748426197183740e+00,4.251150122513508656e+00,4.248975947119118857e+00,4.247384886435889406e+00,4.245222022476842660e+00,4.243646909291308944e+00,4.241520258117200903e+00,4.239950276837570087e+00,4.237773069633979262e+00,4.236180585098550999e+00,4.234115014407039190e+00,4.232556588398987074e+00,4.230837686745171133e+00
4.262665894516097786e+00,4.259903743108662155e+00,4.257829161475811475e+00,4.255020610331992081e+00,4.252964821256272288e+00,4.250172487082592099e+00,4.248129348876114264e+00,4.245355003118953086e+00,4.243313471668787251e+00,4.240541664272784672e+00,4.238543951302948365e+00,4.235849932582889110e+00,4.233844965996671483e+00,4.231101462753240838e+00,4.229104612186584511e+00,4.226744954506687080e+00
4.266685167912486421e+00,4.263269655418089776e+00,4.260728774418277354e+00,4.257289876945763218e+00,4.254772977828510605e+00,4.251359039755889135e+00,4.248861396106386579e+00,4.245473834637795818e+00,4.243012757381182887e+00,4.239659104183162164e+00,4.237166918305794283e+00,4.233824195526786127e+00,4.231426715727411469e+00,4.228133961214344261e+00,4.225669477047044431e+00,4.222674023644831465e+00
4.270709270171382244e+00,4.266637689824485768e+00,4.263625734553255775e+00,4.259552049692797659e+00,4.256570824577343259e+00,4.252532438155384398e+00,4.249578305464173589e+00,4.245576368125195010e+00,4.242628941786703578e+00,4.238669169180258045e+00,4.235809981154787351e+00,4.231867961078208396e+00,4.228968448665868074e+00,4.225117722500230322e+00,4.222256734512764176e+00,4.218619135285073263e+00
4.274736997719261744e+00,4.270005353145779559e+00,4.266517869978287969e+00,4.261805212220713734e+00,4.258356640589618713e+00,4.253691247788519370e+00,4.250278854363427783e+00,4.245661653682982539e+00,4.242308629420740829e+00,4.237725096514075140e+00,4.234354723143374244e+00,4.229864864488368958e+00,4.226565883020785286e+00,4.222087615655171433e+00,4.218819226085217977e+00,4.214583957216764709e+00
4.278767717475869148e+00,4.273371334379457487e+00,4.269404042365348317e+00,4.264048365945945385e+00,4.260129534166152254e+00,4.254834733558910287e+00,4.250962423649510491e+00,4.245729220790978253e+00,4.241879466121172726e+00,4.236730431116790818e+00,4.232966729506109971e+00,4.227835051612502504e+00,4.224114469047776765e+00,4.219073945000471504e+00,4.215372450242236724e+00,4.210557444929039050e+00
4.282801065246372829e+00,4.276734878652875160e+00,4.272283598198378662e+00,4.266280941600018473e+00,4.261889000538446659e+00,4.255962485511130211e+00,4.251628673655334367e+00,4.245778819581570218e+00,4.241525008318919987e+00,4.235726431260331104e+00,4.231504758689377255e+00,4.225821834551964251e+00,4.221651306426163153e+00,4.216043592308888144e+00,4.211929298642987263e+00,4.206535120675606976e+00
4.286836817059710647e+00,4.280095520563229172e+00,4.275156135545684855e+00,4.268502592005988028e+00,4.263634734532193882e+00,4.257074260697600643e+00,4.252277407659087238e+00,4.245810312255357211e+00,4.241063817805269309e+00,4.234715450653201430e+00,4.230054042556386840e+00,4.223770406713624581e+00,4.219189755032593858e+00,4.213004093535484884e+00,4.208480445014781246e+00,4.202518522461938133e+00
4.290874827868043973e+00,4.283452957296362662e+00,4.278021393306017828e+00,4.270713093846685737e+00,4.265366541903749642e+00,4.258169908517016822e+00,4.252908507571318886e+00,4.245823622146862597e+00,4.240662358625287176e+00,4.233666187864130848e+00,4.228580099493560951e+00,4.221717588750428796e+00,4.216706491126714695e+00,4.209961118370129540e+00,4.205026894295905038e+00,4.198506334552321917e+00
4.294914999774338327e+00,4.286806982946020028e+00,4.280879193987470188e+00,4.272912297008301330e+00,4.267084293695787345e+00,4.259249332376486841e+00,4.253521900995291816e+00,4.245818707747910814e+00,4.240177610014626453e+00,4.232624220071949495e+00,4.227085610785778158e+00,4.219647302300572278e+00,4.214216355997010055e+00,4.206908909458969781e+00,4.201570051487318658e+00,4.194497671202660705e+00
