8.263437434243702029e+00,8.264230649165892117e+00,8.264097841772249708e+00,8.263811688595239957e+00,8.263566799734476831e+00,8.263212357234282379e+00,8.262941105645239759e+00,8.262562892845769724e+00,8.262280386305091540e+00,8.261890845170782427e+00,8.261602602268668605e+00,8.261207199858985106e+00,8.260916079216421792e+00,8.260518050286849601e+00,8.260226006781136832e+00,8.259827860211158779e+00,8.259535139436103179e+00,8.259130808781877775e+00,8.258831095143838397e+00,8.258421353373041285e+00,8.258122428958461825e+00,8.257720739896804218e+00,8.257433035704160318e+00,8.257054853044609288e+00,8.256790845818359870e+00,8.256455565626319881e+00,8.256231828302791342e+00,8.255967043121788862e+00,8.255809466687347609e+00,8.255663557277777898e+00,8.255628754371116429e+00,8.255740766997849533e+00
8.271123251073241534e+00,8.270788392113997745e+00,8.270221878072080202e+00,8.269406381010155016e+00,8.268779723834597917e+00,8.267913189184991296e+00,8.267266484087869571e+00,8.266377558706972550e+00,8.265719589874377604e+00,8.264817139096797050e+00,8.264151513548783967e+00,8.263239581861171246e+00,8.262568211009195807e+00,8.261649077501347804e+00,8.260973155744986585e+00,8.260048332746823263e+00,8.259371220837284255e+00,8.258455897315222671e+00,8.257791228577488596e+00,8.256887311915601657e+00,8.256223698659928445e+00,8.255312055737745069e+00,8.254636350514472198e+00,8.253703110492676132e+00,8.253009334863980584e+00,8.252057060418179546e+00,8.251357582004798630e+00,8.250428521377619617e+00,8.249781142716136273e+00,8.249024712810573590e+00,8.248638415595666018e+00,8.248689692681580254e+00
8.279172316933449238e+00,8.278224678261340230e+00,8.277246044244332523e+00,8.275885214961494540e+00,8.274852065668024892e+00,8.273431390275153063e+00,8.272374523270634938e+00,8.270924560726426122e+00,8.269852654591828056e+00,8.268383577862186584e+00,8.267300552982092654e+00,8.265817116996183600e+00,8.264725085490814749e+00,8.263229891945726990e+00,8.262130086505521831e+00,8.260624674455167238e+00,8.259513965323334261e+00,8.257978255779658383e+00,8.256839317189394123e+00,8.255280217705792012e+00,8.254140316767744068e+00,8.252600382854620165e+00,8.251485698630201426e+00,8.249986354923454002e+00,8.248897526822856818e+00,8.247415701590561810e+00,8.246315734079054494e+00,8.244785824923987150e+00,8.243623477923179621e+00,8.242050395115745332e+00,8.240973690218972081e+00,8.240396521574069766e+00
8.287284433605570655e+00,8.285806769390466897e+00,8.284422475077905190e+00,8.282515138630941465e+00,8.281071872141746226e+00,8.279090385005053676e+00,8.277617706192735625e+00,8.275598463318498688e+00,8.274106323172567556e+00,8.272061886831895805e+00,8.270555015753993544e+00,8.268491328334270918e+00,8.266972297843620865e+00,8.264892571835012802e+00,8.263362833664865903e+00,8.261268865612706236e+00,8.259734437538201135e+00,8.257654486609295574e+00,8.256135664890489778e+00,8.254048822652995554e+00,8.252496977606259776e+00,8.250338808406084468e+00,8.248725956465341014e+00,8.246502591145899785e+00,8.244868474288979954e+00,8.242672818100382770e+00,8.241095976318286276e+00,8.239001014717320714e+00,8.237465218098552810e+00,8.235327872204976529e+00,8.233649092134069036e+00,8.232122689914648461e+00
8.295422747902676974e+00,8.293441428132723559e+00,8.291652624848627084e+00,8.289197102265450923e+00,8.287341594774703779e+00,8.284795901280844532e+00,8.282904719840569641e+00,8.280312436834627476e+00,8.278397286596876015e+00,8.275773755881733251e+00,8.273840359903454456e+00,8.271192890875429526e+00,8.269244378241131344e+00,8.266576903900734408e+00,8.264615013335713911e+00,8.261929672805662150e+00,8.259948618199814518e+00,8.257213975264631856e+00,8.255194937165322600e+00,8.252454690009651372e+00,8.250469389203381354e+00,8.247794668877476809e+00,8.245843524599781205e+00,8.243152974690152845e+00,8.241129792024096901e+00,8.238288922139442860e+00,8.236151834180160947e+00,8.233260739544739693e+00,8.231190865162227865e+00,8.228490764242513578e+00,8.226418004273266860e+00,8.224023191238980957e+00
8.303577208608382776e+00,8.301103194388129936e+00,8.298909548200601449e+00,8.295903951082609140e+00,8.293634423702224368e+00,8.290521929088157549e+00,8.288210291379051853e+00,8.285042339454530946e+00,8.282702299911296251e+00,8.279497225130286964e+00,8.277135602496166200e+00,8.273902185884312033e+00,8.271522724557563322e+00,8.268265684110517100e+00,8.265870448777373980e+00,8.262592313164351054e+00,8.260190226860096629e+00,8.256928096838013431e+00,8.254533518193362340e+00,8.251216382181016940e+00,8.248736981974253979e+00,8.245313509794835127e+00,8.242803852901817052e+00,8.239440665683529730e+00,8.237024383180019171e+00,8.233748054629442592e+00,8.231287747037605129e+00,8.227794277454059113e+00,8.225128455414346007e+00,8.221617004699250941e+00,8.219103052664394227e+00,8.216044316547792548e+00
8.311743955535868977e+00,8.308782256331989302e+00,8.306182817942039165e+00,8.302625098414544880e+00,8.299939840691102688e+00,8.296258169760081458e+00,8.293524342304552377e+00,8.289778446263232681e+00,8.287011927812233836e+00,8.283223285798044344e+00,8.280432066916848299e+00,8.276611011322355438e+00,8.273799496104533802e+00,8.269951579316233037e+00,8.267122187478840090e+00,8.263250361250937814e+00,8.260394967032867797e+00,8.256462489929889514e+00,8.253574958629210201e+00,8.249680726035609979e+00,8.246858874434302322e+00,8.242994495559088364e+00,8.240103471312512085e+00,8.236054825983861960e+00,8.233039562129924605e+00,8.228994233950896131e+00,8.226106867958156599e+00,8.222198764456974729e+00,8.219188850979628924e+00,8.214922217937072446e+00,8.211770103799103993e+00,8.208094865529668382e+00
8.319921183238241369e+00,8.316473987545540680e+00,8.313467472549268322e+00,8.309355435169822002e+00,8.306252712242491398e+00,8.301999516943132207e+00,8.298841815625145557e+00,8.294515797339464314e+00,8.291321299684099699e+00,8.286947210502706440e+00,8.283725145056658690e+00,8.279314939643422022e+00,8.276070409881528533e+00,8.271630518997538317e+00,8.268366324980235049e+00,8.263900151552491025e+00,8.260627973897621601e+00,8.256175161463081835e+00,8.252890264374093121e+00,8.248327224359623955e+00,8.244939569896772014e+00,8.240354523950093935e+00,8.237055330625397076e+00,8.232593120959947441e+00,8.229261050579786740e+00,8.224558794230530268e+00,8.221040355628167262e+00,8.216386465080185886e+00,8.213047579039388424e+00,8.208329015319948851e+00,8.204548877302501708e+00,8.200133280676062952e+00
8.328107929516962216e+00,8.324175887876865687e+00,8.320760790361049430e+00,8.316092097458916754e+00,8.312570113018798779e+00,8.307742995338420755e+00,8.304159716816084114e+00,8.299251392028962115e+00,8.295627423450868676e+00,8.290666036007442230e+00,8.287011906814745643e+00,8.282011102086297427e+00,8.278332653556205400e+00,8.273299783077312952e+00,8.269600219600588886e+00,8.264539163278428191e+00,8.260808369179958532e+00,8.255683636234662615e+00,8.251939093427518301e+00,8.246889589906418294e+00,8.243189510761892436e+00,8.238033488631806733e+00,8.234166619072514237e+00,8.228913521417400290e+00,8.225147504131932408e+00,8.220056270604899851e+00,8.216197679191882486e+00,8.210764102196351999e+00,8.206803779255791298e+00,8.201602010884222693e+00,8.197426736457277485e+00,8.192187327162303134e+00
8.336303630817823773e+00,8.331886462260843729e+00,8.328061108771724008e+00,8.322833284235693796e+00,8.318890164214570504e+00,8.313486641483065043e+00,8.309476032081414942e+00,8.303983163367277598e+00,8.299928203786274494e+00,8.294377643286305002e+00,8.290290226600854240e+00,8.284697379250529181e+00,8.280584123246152117e+00,8.274957303892335858e+00,8.270821841048050516e+00,8.265165431540784979e+00,8.261021935990484621e+00,8.255372024013086119e+00,8.251189279824993505e+00,8.245400889948150791e+00,8.241161993664444907e+00,8.235480571529476990e+00,8.231337742847632200e+00,8.225544050279379960e+00,8.221180594654859064e+00,8.215311877176201705e+00,8.211114744034039958e+00,8.205281193711005727e+00,8.200756788172645528e+00,8.194756470497232215e+00,8.190265022725821353e+00,8.184301039651126430e+00
