1.630622250579676802e+01,1.630818170420252144e+01,1.630777352035330097e+01,1.630747574405508615e+01,1.630724727633822724e+01,1.630688489423606313e+01,1.630661643587824372e+01,1.630623120992028063e+01,1.630594783635500278e+01,1.630555206052165929e+01,1.630526163615802560e+01,1.630486041501726646e+01,1.630456631827944491e+01,1.630416223560473554e+01,1.630386621467490826e+01,1.630346077273888739e+01,1.630316386083902103e+01,1.630275803620874342e+01,1.630246091417330589e+01,1.630205540812997000e+01,1.630175857083727564e+01,1.630135393657726084e+01,1.630105777878433670e+01,1.630065449336644079e+01,1.630035935895545762e+01,1.629995786885696774e+01,1.629966408249505250e+01,1.629926483651529168e+01,1.629897272691481547e+01,1.629857620384130001e+01,1.629828612367023410e+01,1.629789285945944854e+01,1.629760554150467655e+01,1.629720984678885998e+01,1.629691964444778662e+01,1.629652093931812473e+01,1.629622877265772729e+01,1.629583018930670590e+01,1.629553836227458063e+01,1.629514314297689737e+01,1.629485404535454762e+01,1.629446560404922195e+01,1.629418175802612723e+01,1.629380375614288923e+01,1.629352787419301407e+01,1.629316431934792675e+01,1.629289938030870033e+01,1.629255476170603245e+01,1.629230411632426367e+01,1.629198360060962614e+01,1.629175112628521305e+01,1.629146085752882911e+01,1.629125119952234257e+01,1.629099879039262078e+01,1.629081776655159075e+01,1.629061317247965590e+01,1.629046852085793873e+01,1.629032577997597286e+01,1.629022874395696263e+01,1.629017005305041010e+01,1.629013959909373810e+01,1.629020779012970621e+01,1.629028909733157349e+01,1.629061422912773693e+01
1.632107630497941386e+01,1.632097079387436978e+01,1.632025450670636957e+01,1.631935169713480960e+01,1.631868665190682677e+01,1.631776010210266747e+01,1.631708062805331849e+01,1.631614686305451301e+01,1.631546284341713005e+01,1.631452670036684083e+01,1.631384121769159989e+01,1.631290469865251680e+01,1.631221907285192074e+01,1.631128318932668719e+01,1.631059810207792182e+01,1.630966344171752525e+01,1.630897929560683934e+01,1.630804624054985652e+01,1.630736330100521414e+01,1.630643212610843662e+01,1.630575058645078101e+01,1.630482150915704409e+01,1.630414152413148088e+01,1.630321473269664168e+01,1.630253643772906358e+01,1.630161210914415193e+01,1.630093563276166080e+01,1.630001394576653340e+01,1.629933941877889580e+01,1.629842056488705992e+01,1.629774812831229980e+01,1.629683232273018234e+01,1.629616159610943171e+01,1.629525953748128586e+01,1.629460085186197915e+01,1.629371443040336587e+01,1.629306685980560232e+01,1.629219145521597412e+01,1.629155155373423725e+01,1.629068246001384779e+01,1.629004674429549482e+01,1.628917956265781086e+01,1.628854480294778639e+01,1.628767590624144290e+01,1.628703947288517995e+01,1.628616658881641754e+01,1.628552689079943860e+01,1.628464987875617709e+01,1.628400695299429657e+01,1.628312890169936367e+01,1.628248525468095664e+01,1.628161413336104602e+01,1.628097602519867593e+01,1.628012735016859125e+01,1.627950691068481959e+01,1.627870844178718457e+01,1.627812751820295034e+01,1.627742853201110762e+01,1.627692672934746909e+01,1.627641960737474847e+01,1.627607540276476072e+01,1.627596136801658488e+01,1.627598412689599527e+01,1.627692155212996283e+01
1.633690544669426359e+01,1.633583969856285023e+01,1.633467781332905133e+01,1.633314082272583079e+01,1.633201325478346533e+01,1.633046609673451499e+01,1.632933292222250543e+01,1.632778532151322892e+01,1.632665230537541845e+01,1.632510710718486635e+01,1.632397604261885959e+01,1.632243442349606966e+01,1.632130607633242292e+01,1.631976862973545650e+01,1.631864339435363220e+01,1.631711046421697375e+01,1.631598857279737658e+01,1.631446038207087668e+01,1.631334198721279094e+01,1.631181869570165333e+01,1.631070390826238636e+01,1.630918564199620135e+01,1.630807455058889133e+01,1.630656141845048523e+01,1.630545410064506484e+01,1.630394620493420987e+01,1.630284273449237986e+01,1.630134017860332563e+01,1.630024063084259112e+01,1.629874352577687091e+01,1.629764798222022648e+01,1.629615645304752292e+01,1.629506579658527698e+01,1.629356387597967171e+01,1.629246249443666628e+01,1.629094940517818912e+01,1.628984058116983391e+01,1.628832732077733780e+01,1.628721939843645217e+01,1.628571767485265553e+01,1.628461937993384012e+01,1.628313986787958001e+01,1.628205900662627670e+01,1.628060960255998779e+01,1.627955176186582165e+01,1.627813596993407685e+01,1.627710331577232949e+01,1.627571896791036821e+01,1.627470929226166163e+01,1.627334794399680007e+01,1.627235421572032337e+01,1.627100184177258413e+01,1.627001273554602179e+01,1.626865296944119876e+01,1.626765534113050649e+01,1.626627800874020480e+01,1.626526354682787456e+01,1.626388544380503021e+01,1.626286758184276948e+01,1.626158673668797761e+01,1.626064981044046576e+01,1.625982096301520130e+01,1.625934761094674741e+01,1.626053369181947161e+01
1.635289541195855278e+01,1.635103337159100434e+01,1.634939886265940245e+01,1.634720809796463215e+01,1.634560266559000041e+01,1.634341060321952099e+01,1.634180568728542227e+01,1.633961926493330807e+01,1.633801889923941175e+01,1.633584014577643373e+01,1.633424557770218044e+01,1.633207532971006870e+01,1.633048708822117234e+01,1.632832576533019875e+01,1.632674412041979650e+01,1.632459196375631549e+01,1.632301707267626512e+01,1.632087423679195481e+01,1.631930620166717461e+01,1.631717279591303438e+01,1.631561169007959577e+01,1.631348779961101769e+01,1.631193368116774423e+01,1.630981937883032629e+01,1.630827229841843362e+01,1.630616765228939613e+01,1.630462765812093195e+01,1.630253273697950434e+01,1.630099987857456156e+01,1.629891475653175092e+01,1.629738908797117602e+01,1.629531384905243740e+01,1.629379444724731485e+01,1.629175096308654247e+01,1.629025926229396504e+01,1.628824606830797350e+01,1.628677518301192606e+01,1.628477252766964156e+01,1.628330726543464380e+01,1.628129552436430671e+01,1.627982133759423178e+01,1.627778671464431781e+01,1.627629396740386625e+01,1.627423326645185497e+01,1.627272072485211396e+01,1.627064406997536850e+01,1.626912076920759276e+01,1.626705113520014123e+01,1.626553575453237954e+01,1.626350426716880904e+01,1.626202119524950263e+01,1.626005751118484000e+01,1.625862900093447649e+01,1.625674705004669462e+01,1.625538149937644761e+01,1.625356354722467955e+01,1.625224178739539838e+01,1.625043180073022597e+01,1.624909932313969207e+01,1.624724518247199256e+01,1.624584450859185480e+01,1.624416504735085454e+01,1.624296370893349106e+01,1.624378641088782871e+01
1.636894374474312031e+01,1.636632387398289268e+01,1.636419619115567414e+01,1.636133054361256711e+01,1.635923147726956373e+01,1.635637292539415455e+01,1.635428041879416838e+01,1.635143441159412347e+01,1.634935152465621044e+01,1.634651965234176885e+01,1.634444731969233189e+01,1.634163023338440368e+01,1.633956884519338359e+01,1.633676686728667704e+01,1.633471661860024682e+01,1.633192993068593779e+01,1.632989093210406750e+01,1.632711964746328803e+01,1.632509196856668510e+01,1.632233616480194272e+01,1.632031985393206597e+01,1.631757958952741561e+01,1.631557468393469179e+01,1.631285000761597459e+01,1.631085653927774004e+01,1.630814749593882240e+01,1.630616549532448900e+01,1.630347213031195963e+01,1.630150162919440149e+01,1.629882399191914288e+01,1.629686502583990659e+01,1.629420317333818602e+01,1.629225687443888404e+01,1.628958370235903530e+01,1.628762332563281490e+01,1.628494552234652915e+01,1.628298435359821639e+01,1.628033422180334355e+01,1.627839727257386926e+01,1.627580233500303564e+01,1.627390945639445974e+01,1.627137964476873577e+01,1.626953607528583490e+01,1.626705693631829419e+01,1.626524884469008114e+01,1.626278435343453665e+01,1.626098201427840095e+01,1.625848835001174564e+01,1.625665782850344243e+01,1.625410591556023476e+01,1.625222734467821084e+01,1.624962704348644138e+01,1.624771364571574139e+01,1.624512643289942915e+01,1.624323334691257514e+01,1.624075441693352673e+01,1.623896053515504434e+01,1.623665091603006161e+01,1.623499285865421626e+01,1.623277272924989489e+01,1.623112557530555122e+01,1.622885625175952740e+01,1.622703866579334786e+01,1.622708466570204422e+01
1.638502258036026760e+01,1.638164927026802076e+01,1.637900972039392755e+01,1.637544771685484690e+01,1.637283916058326483e+01,1.636929328939388384e+01,1.636669795048795706e+01,1.636317275336256571e+01,1.636059304520796331e+01,1.635708984141313849e+01,1.635452648465027536e+01,1.635104580711510991e+01,1.634849909338631235e+01,1.634504119941949440e+01,1.634251126813286703e+01,1.633907629690808960e+01,1.633656322224873847e+01,1.633315125560530845e+01,1.633065508043841518e+01,1.632726617025397076e+01,1.632478692147107324e+01,1.632142110354523368e+01,1.631895879989956555e+01,1.631561610178875910e+01,1.631317075837732489e+01,1.630985120434035807e+01,1.630742283551138883e+01,1.630412645006853367e+01,1.630171507161058742e+01,1.629844188252632264e+01,1.629604751361282666e+01,1.629279755482043868e+01,1.629041913842581835e+01,1.628722464103449497e+01,1.628489404439158150e+01,1.628174062053636817e+01,1.627943554254727232e+01,1.627627680570264701e+01,1.627396142807512902e+01,1.627076812730935984e+01,1.626842322102859484e+01,1.626520437087110693e+01,1.626284203002584761e+01,1.625964503574462228e+01,1.625730604312822081e+01,1.625419194647834331e+01,1.625192376960363205e+01,1.624892640385162679e+01,1.624674995665955279e+01,1.624384085693707291e+01,1.624172442584475107e+01,1.623881276977984101e+01,1.623667711992529661e+01,1.623366704204957145e+01,1.623143946108575975e+01,1.622833443073591297e+01,1.622604066837959280e+01,1.622301534564339320e+01,1.622083137775252126e+01,1.621809745770512023e+01,1.621616039759614836e+01,1.621354701757984529e+01,1.621136587351147895e+01,1.621053441698893494e+01
1.640112126388868319e+01,1.639698588709699578e+01,1.639381650652678957e+01,1.638953652571618846e+01,1.638640258245856174e+01,1.638214883858741189e+01,1.637903564871987783e+01,1.637481208960628010e+01,1.637172158647717879e+01,1.636752934936387405e+01,1.636446208789383405e+01,1.636030162174596825e+01,1.635725781336848783e+01,1.635312932547648046e+01,1.635010906164971445e+01,1.634601265562395156e+01,1.634301597724678956e+01,1.633895170634976424e+01,1.633597863050689014e+01,1.633194652166929473e+01,1.632899705361547404e+01,1.632499711960874933e+01,1.632207125883904908e+01,1.631810350513073971e+01,1.631520124884082890e+01,1.631126567790503756e+01,1.630838702324538758e+01,1.630448363764595499e+01,1.630162858344302634e+01,1.629775738839763832e+01,1.629492593671527345e+01,1.629108694259051404e+01,1.628828003888417086e+01,1.628443654020627562e+01,1.628161792605495961e+01,1.627779516917341596e+01,1.627499943129414817e+01,1.627125801348383050e+01,1.626853105924600129e+01,1.626489158339041197e+01,1.626224194753847030e+01,1.625866126075073836e+01,1.625604683727096145e+01,1.625244510389088148e+01,1.624980117846418182e+01,1.624612763068193644e+01,1.624342222823728576e+01,1.623971329173913247e+01,1.623698952299137943e+01,1.623336200061734402e+01,1.623072141495837428e+01,1.622727632540428644e+01,1.622478895559487455e+01,1.622148199482199971e+01,1.621908044897330825e+01,1.621570662901806870e+01,1.621320188331071677e+01,1.620963807718452188e+01,1.620698211005869638e+01,1.620353367681466139e+01,1.620110103943659041e+01,1.619811185451365887e+01,1.619571953630126870e+01,1.619413830380474195e+01
1.641723484130565680e+01,1.641232270248308467e+01,1.640860585684924544e+01,1.640358618853320749e+01,1.639991092698738129e+01,1.639492886847855146e+01,1.639128290020302714e+01,1.638634199569595040e+01,1.638272686643611564e+01,1.637782812356149620e+01,1.637424424730930994e+01,1.636938804974184691e+01,1.636583556566033693e+01,1.636102207749106086e+01,1.635750103113169729e+01,1.635273032213084932e+01,1.634924072065709666e+01,1.634451281475089601e+01,1.634105464783726447e+01,1.633636954494573956e+01,1.633294279398921844e+01,1.632830048108649734e+01,1.632490512381133385e+01,1.632030558114014696e+01,1.631694159420805335e+01,1.631238479916894235e+01,1.630905215989248447e+01,1.630453808980480801e+01,1.630123677748689559e+01,1.629676541186259442e+01,1.629349540905310079e+01,1.628906673178727615e+01,1.628582738133349750e+01,1.628148208993093959e+01,1.627831326414939284e+01,1.627401258621387470e+01,1.627086452043065279e+01,1.626653686649768105e+01,1.626335787447414205e+01,1.625900612017969138e+01,1.625581242395994153e+01,1.625152321777976994e+01,1.624839280721678136e+01,1.624425433713757982e+01,1.624125022696763310e+01,1.623724790132591167e+01,1.623433785829473663e+01,1.623034052492117496e+01,1.622740555143943197e+01,1.622329398020423241e+01,1.622025317893522001e+01,1.621608962344060956e+01,1.621303342058968511e+01,1.620904822930422995e+01,1.620617997673222632e+01,1.620246230673393839e+01,1.619978749491882652e+01,1.619602207697863250e+01,1.619319379894776745e+01,1.618917104857394662e+01,1.618620697587254398e+01,1.618263566317056146e+01,1.617999693270511941e+01,1.617785462345725378e+01
1.643336069422842982e+01,1.642765387075393235e+01,1.642337208353124822e+01,1.641759094959295240e+01,1.641335840494389942e+01,1.640762763194747720e+01,1.640343399386756573e+01,1.639775684794052069e+01,1.639360332794546338e+01,1.638798072007877238e+01,1.638386760345784410e+01,1.637829986221525047e+01,1.637422721808966841e+01,1.636871446649647766e+01,1.636468229331985924e+01,1.635922456596538410e+01,1.635523283456002019e+01,1.634983012299232641e+01,1.634587879236368124e+01,1.634053106555158763e+01,1.633662008966483725e+01,1.633132730435493940e+01,1.632745663544494974e+01,1.632221874196658362e+01,1.631838833239579500e+01,1.631320527827485378e+01,1.630941508177061650e+01,1.630428681427239468e+01,1.630053678693557018e+01,1.629546325513389604e+01,1.629175335643819267e+01,1.628673451318393717e+01,1.628306489343683339e+01,1.627805662081907201e+01,1.627438484351853276e+01,1.626944182932695071e+01,1.626583529710821097e+01,1.626103401239784674e+01,1.625754239209801000e+01,1.625284153584853541e+01,1.624941038433816587e+01,1.624468626191050902e+01,1.624121263211331367e+01,1.623641656212765128e+01,1.623288559876196047e+01,1.622813659206930836e+01,1.622467087617753378e+01,1.622013091221574754e+01,1.621685017094966597e+01,1.621248654773259190e+01,1.620931412351564305e+01,1.620488289271341031e+01,1.620159896518337916e+01,1.619700539566372655e+01,1.619360748744868417e+01,1.618917515933165774e+01,1.618600678926658887e+01,1.618194054529244852e+01,1.617900984555009813e+01,1.617475458369687047e+01,1.617148680764683988e+01,1.616724081661237378e+01,1.616422508576265571e+01,1.616163280971362681e+01
1.644949730658487752e+01,1.644297598690912920e+01,1.643811185606854153e+01,1.643154741938874253e+01,1.642674159293959235e+01,1.642024171437347491e+01,1.641548552466838373e+01,1.640905328042588351e+01,1.640434763543231256e+01,1.639798386138316388e+01,1.639332892245208839e+01,1.638703389703253421e+01,1.638242966194298589e+01,1.637620346621959655e+01,1.637164988302247082e+01,1.636549251295668128e+01,1.636098951202878382e+01,1.635490092208597446e+01,1.635044842730750148e+01,1.634442855013294249e+01,1.634002648342422148e+01,1.633407523979848008e+01,1.632972352323252352e+01,1.632384082763777400e+01,1.631953938460164721e+01,1.631372514866728807e+01,1.630947390466091917e+01,1.630372803956375449e+01,1.629952692290802219e+01,1.629384934129807050e+01,1.628969828390649610e+01,1.628408890171119339e+01,1.627998828429436884e+01,1.627449380936227641e+01,1.627048717648273879e+01,1.626503509706973816e+01,1.626103585401228813e+01,1.625555376704355837e+01,1.625152546785028207e+01,1.624610430441246578e+01,1.624214756685475436e+01,1.623692264856510903e+01,1.623313473212260760e+01,1.622806456385886875e+01,1.622436899283303902e+01,1.621925431674621265e+01,1.621548025595376075e+01,1.621026717311029941e+01,1.620642706632097330e+01,1.620135307456933305e+01,1.619768364497191371e+01,1.619291185493548113e+01,1.618947424083114583e+01,1.618471608296977848e+01,1.618118084128945355e+01,1.617619327123732731e+01,1.617249677883960857e+01,1.616776880209339140e+01,1.616445204511083134e+01,1.616004758252874396e+01,1.615670752553765155e+01,1.615194738975920785e+01,1.614848461332691087e+01,1.614543792421908108e+01
