5.822340675566199941e-01,5.822717763744135189e-01,5.822482090950853451e-01,5.822109920844137365e-01,5.821820463283812197e-01,5.821421129816352069e-01,5.821123531248871830e-01,5.820714850866366419e-01,5.820412351703554421e-01,5.819998835245704383e-01,5.819695365785879648e-01,5.819281882207034684e-01,5.818978151069990057e-01,5.818569480201909450e-01,5.818278126260757466e-01,5.817902065479759743e-01,5.817646031715276722e-01,5.817335085366660552e-01,5.817141080362996375e-01,5.816944035883183650e-01,5.816872251499740631e-01,5.816969232898524522e-01
5.827612987610381046e-01,5.826999743439846835e-01,5.826292019218551888e-01,5.825344602329990407e-01,5.824646390561089015e-01,5.823705090448765276e-01,5.823012131942685299e-01,5.822065738287207637e-01,5.821366762681923213e-01,5.820410300650789015e-01,5.819706228485878041e-01,5.818752483544608056e-01,5.818061601165216423e-01,5.817131446959257213e-01,5.816452306431962871e-01,5.815526284817598146e-01,5.814842503919711580e-01,5.813914743925745476e-01,5.813242476100325407e-01,5.812407031059613205e-01,5.811924058719422082e-01,5.811895560252225978e-01
5.833136273697887564e-01,5.831859963056529317e-01,5.830670358163538847e-01,5.829107187171638227e-01,5.827963099585787843e-01,5.826425679795204093e-01,5.825295958691948384e-01,5.823754541604095891e-01,5.822616693224568207e-01,5.821059883320988115e-01,5.819913733155035462e-01,5.818345533301332306e-01,5.817189154497230952e-01,5.815622893003146165e-01,5.814492172752423471e-01,5.812990073075848807e-01,5.811909365662041305e-01,5.810445177921306215e-01,5.809342672311993416e-01,5.807808578987355697e-01,5.806681263297145401e-01,5.805991950048289274e-01
5.838707103160946099e-01,5.836817967717968791e-01,5.835144852782948588e-01,5.832958326081499889e-01,5.831361698454352593e-01,5.829218681598585805e-01,5.827645080148852186e-01,5.825499001738010385e-01,5.823915345379938602e-01,5.821749156595187324e-01,5.820154710763302264e-01,5.817992877840193477e-01,5.816421693412994198e-01,5.814288152415172384e-01,5.812713608802571041e-01,5.810556711719465639e-01,5.808974364848997762e-01,5.806865395868241464e-01,5.805346948717594602e-01,5.803299129887595775e-01,5.801698716305584425e-01,5.800186977828554191e-01
5.844300475194926792e-01,5.841812343328111057e-01,5.839652972187203694e-01,5.836838654819469507e-01,5.834786016894594196e-01,5.832032635929428332e-01,5.830011666910670520e-01,5.827256362554215086e-01,5.825223756889464921e-01,5.822444368494718026e-01,5.820399231780900573e-01,5.817603419553455391e-01,5.815547639315734596e-01,5.812782320201634878e-01,5.810796916281020241e-01,5.808134181962426590e-01,5.806168166599970926e-01,5.803435381276393912e-01,5.801387436372776873e-01,5.798684234963629169e-01,5.796701191453360602e-01,5.794539034036957359e-01
5.849909499469178042e-01,5.846826689554062151e-01,5.844178093484724279e-01,5.840731866862252097e-01,5.838220414995454188e-01,5.834853339456768095e-01,5.832382830241725769e-01,5.829015669059788296e-01,5.826532411523828170e-01,5.823137868321740518e-01,5.820640899021850556e-01,5.817255987466524170e-01,5.814790330644142857e-01,5.811423292307396071e-01,5.808937255571395841e-01,5.805588297512619400e-01,5.803187877921659465e-01,5.799970209724606418e-01,5.797540192843783080e-01,5.794150372843431818e-01,5.791648621623542992e-01,5.788956417311076352e-01
5.855531629330144039e-01,5.851854616336542581e-01,5.848713681753655580e-01,5.844631951619375654e-01,5.841659461099426576e-01,5.837676069354070796e-01,5.834754276740369283e-01,5.830773148470649314e-01,5.827837905520732997e-01,5.823826750706028177e-01,5.820877168759973630e-01,5.816849610344514421e-01,5.813898574118641083e-01,5.809947880748816962e-01,5.807099456935800319e-01,5.803204785850936132e-01,5.800302312286281792e-01,5.796394427922234582e-01,5.793573585333378073e-01,5.789690287788126222e-01,5.786657282299328964e-01,5.783376259664995134e-01
5.861165700255528410e-01,5.856893182137251630e-01,5.853256818013905516e-01,5.848536358012592640e-01,5.845100851301534561e-01,5.840498800751151576e-01,5.837124194676953648e-01,5.832527280351363919e-01,5.829138920275670488e-01,5.824509978109801978e-01,5.821107229509587810e-01,5.816495094830939072e-01,5.813127947204134172e-01,5.808523988213486478e-01,5.805156549888229600e-01,5.800684752331999317e-01,5.797447674691394992e-01,5.792957310218346256e-01,5.789593434807934758e-01,5.785140350257169661e-01,5.781725851174477349e-01,5.777812808446394222e-01
5.866811089039406513e-01,5.861940939793324201e-01,5.857806130031472103e-01,5.852443807616859450e-01,5.848543387026776674e-01,5.843320541332958085e-01,5.839491766943142315e-01,5.834277477674103540e-01,5.830435039457456670e-01,5.825187345985728404e-01,5.821330998043419136e-01,5.816071884260708424e-01,5.812231416218488489e-01,5.807091010924457786e-01,5.803345314867560667e-01,5.798205627569479326e-01,5.794463719697010573e-01,5.789478982496811810e-01,5.785729706565673203e-01,5.780573461238914801e-01,5.776754417235491212e-01,5.772294079960931246e-01
5.872467468072520846e-01,5.866997094752545161e-01,5.862360842757418089e-01,5.856353613470425268e-01,5.851986539645003260e-01,5.846140995864568257e-01,5.841856869470439806e-01,5.836023858937773312e-01,5.831726543282518271e-01,5.825859317587316344e-01,5.821549049881824534e-01,5.815707375863389261e-01,5.811435208860677992e-01,5.805611127242352731e-01,5.801397319892758198e-01,5.795770857316997482e-01,5.791604266693379799e-01,5.785922553687808945e-01,5.781795757366656741e-01,5.776099929820395218e-01,5.771756427499746822e-01,5.766797181188475507e-01
