1.162323994082802514e+00,-2.363310662037432230e-04,5.699858067029391073e-06,1.317981777640593599e-05,1.922896947573193849e-09,4.134083821129980185e-06,-1.864433749491911652e-06,1.879092303758156390e-06,-1.242863977513053442e-06,1.239890667026344317e-06,-8.666905882302386455e-07,7.276259422501346608e-07,-5.150897603449673678e-07,4.000718720684193208e-07,-2.407396881183576642e-07,1.214037280566904187e-07
1.162305094821431961e+00,-5.812136414383162197e-04,3.903621842952544052e-06,1.076501830313963959e-05,2.705172437672195840e-06,5.347868738179648029e-06,1.692103877796308220e-06,2.160281358049020994e-06,1.074457564587127933e-09,7.739061965300608747e-07,-9.499935375596041398e-08,4.396787172296356960e-07,-1.136624799783630957e-07,1.950978781740247969e-07,-5.405845951086951651e-08,5.970831395973874578e-08
1.162309012727815061e+00,-9.686853572507536647e-04,3.813615790312918641e-07,1.087729850005221544e-05,1.346586006752831244e-06,3.252098914198475743e-06,8.629821620850797181e-07,2.680684591249704596e-06,1.341347074815257834e-06,1.455880440592860481e-06,2.905384413921796583e-07,5.323292106892280051e-07,1.055174032572013532e-07,2.620216095223365516e-07,1.742780554939149518e-08,6.814451777858998582e-08
1.162327238807379315e+00,-1.356167212828690571e-03,-3.870891746703825076e-06,9.041682964009561951e-06,1.351355742513701830e-06,4.495783143871126541e-06,4.687449144634425746e-07,9.985205340623526382e-07,-1.276823183293807062e-08,1.272508322616716647e-06,7.946655031076249598e-07,8.937198711957139441e-07,2.556267323173058714e-07,3.310791428581816298e-07,1.003551696847349017e-07,9.926988003838843611e-08
1.162339898613486522e+00,-1.743658857708635379e-03,-2.951611847964823176e-06,8.643308628628748602e-06,-1.083934804290212495e-06,3.460195390807968563e-06,1.121246161230049498e-06,2.478609853612256941e-06,2.272720295293240156e-07,2.265575162752053728e-07,-3.607093269335920338e-07,4.780863821478992248e-07,3.347558090709829015e-07,4.276965380025157804e-07,1.183015475789139792e-07,1.087164873958545996e-07
1.162353199558800787e+00,-2.131156806900819101e-03,-2.225960254065295629e-06,8.730326892769993408e-06,-1.254042547737047042e-06,3.181926934358800252e-06,-3.521768019917881354e-07,1.636826272022329221e-06,7.866053601535138995e-07,1.596742339834977820e-06,2.384267637099354853e-07,3.520947545673780432e-08,-3.927638754373970198e-07,6.795986762231365219e-08,3.507172184613605026e-08,8.330705104919733373e-08
1.162361871223717369e+00,-2.518659446319584938e-03,8.044779731620002594e-07,9.065290803579942325e-06,-2.289729361937969943e-06,3.064000738201705376e-06,-1.763832875797954891e-07,1.547856579631190499e-06,-2.854031006388479952e-07,7.390841834792327703e-07,4.685323714602798728e-07,1.074328305560035002e-06,3.024142713565700080e-07,7.937268643991995942e-08,-2.133502174164747522e-07,-3.313211988792419405e-08
1.162370673934148835e+00,-2.906165208286098922e-03,3.594196931482399049e-06,9.542005953039681132e-06,-2.291154978087406313e-06,3.038881217269640000e-06,-8.136170759100169736e-07,1.486479942719443059e-06,5.510542758213610171e-08,8.515249762114374121e-07,-2.916890479978326289e-07,2.191916565873891498e-07,1.753426650749623228e-07,6.457359945279822488e-07,2.928231411757076241e-07,1.321132714407480258e-07
1.162376804787807139e+00,-3.293673520282092149e-03,7.695121391912418396e-06,1.010493647825294605e-05,-2.776008833967752443e-06,3.064386921896103400e-06,-7.609201288123756957e-07,1.456524524129365616e-06,-3.929200663166376728e-07,8.033256481410067096e-07,1.221556694408487687e-07,5.417784063183050947e-07,-2.322453909416911932e-07,-6.635868291925833828e-08,-7.225768113711117380e-08,1.636613633157479875e-07
1.162383416909672729e+00,-3.681183872969645554e-03,1.159040148488148930e-05,1.072191034286532063e-05,-2.642226902434957614e-06,3.124026072585245339e-06,-1.143120459162066949e-06,1.441540315977318798e-06,-2.916991765078424947e-07,7.770251489735979789e-07,-2.751413087651380374e-07,4.031692960853455743e-07,1.153657300371514760e-07,3.731791342401202805e-07,-1.071652209992668414e-07,-1.193406751406889121e-07
