1.189401185682935402e+00,-2.234563541293477229e-04,-5.341509638843999763e-06,1.783180899270209174e-05,-1.414468746088748397e-06,-1.192826708934502378e-07,3.588364601014859545e-07,-2.361247439103264512e-06
1.189447147613185152e+00,-5.947654959735648728e-04,-9.359368055385230978e-06,1.253766391587363138e-05,8.039421958844217286e-07,1.099626039613443851e-06,1.640452108875312121e-07,-2.269133055413097289e-06
1.189511542220513807e+00,-9.913116718724968024e-04,-1.903747595431021233e-05,1.102202944050501010e-05,-1.057943197310673433e-06,6.714230514903718472e-07,6.883233865245808047e-07,-1.695674207935482514e-06
1.189582411755390368e+00,-1.387894690524499319e-03,-2.710443593277600538e-05,1.201144304037449206e-05,-6.945074277064922086e-07,1.871483062174106315e-06,9.258792094124501659e-07,-2.543590233862469407e-06
1.189650243742043312e+00,-1.784513392220299366e-03,-3.277699502136216525e-05,1.302906430125649884e-05,-2.307662173073321554e-06,1.794832957355274594e-06,1.614680420918002124e-06,-2.421733953927862615e-06
1.189717150877550589e+00,-2.181165418459724004e-03,-3.786237938598752129e-05,1.482305314778886718e-05,-2.371942591131159794e-06,2.422057147399847565e-06,1.525398049255499711e-06,-3.129816999909718067e-06
1.189779355891483981e+00,-2.577848548294819908e-03,-4.085245423435940326e-05,1.674271587689957208e-05,-3.356774941815077185e-06,2.805493901858469030e-06,2.183378163142513095e-06,-3.371272155924809333e-06
1.189840135382560060e+00,-2.974560683731364286e-03,-4.363369945289963248e-05,1.862509399704059820e-05,-3.738945197742649107e-06,3.232186994384100842e-06,2.085192246391309734e-06,-3.956165879802353569e-06
1.189896658945378327e+00,-3.371300071403543486e-03,-4.462027150690939248e-05,2.075050307839831909e-05,-4.548639906773455088e-06,3.674665068870153206e-06,2.571656342612027579e-06,-4.308033992705961879e-06
1.189951486015280002e+00,-3.768064861515152408e-03,-4.526843046883527455e-05,2.277236980460783933e-05,-5.019446457227294545e-06,4.101678270904129953e-06,2.544058493751666372e-06,-4.855402054165791625e-06
1.190002913625650915e+00,-4.164853623827680096e-03,-4.455546769333018631e-05,2.493218407910446910e-05,-5.732547341832927579e-06,4.544808425238633376e-06,2.852911288687975944e-06,-5.268095704349939901e-06
1.190052470029408171e+00,-4.561664806913751091e-03,-4.331671694411329265e-05,2.703137834059177180e-05,-6.263556072610976244e-06,4.980883049565676401e-06,2.880286679725341248e-06,-5.783300246170464121e-06
1.190099380957279296e+00,-4.958497196525774031e-03,-4.105353550139592689e-05,2.919116478426742045e-05,-6.904474498248269754e-06,5.425726121180418637e-06,3.053855100770830333e-06,-6.235213881350398779e-06
1.190144422449812556e+00,-5.355349528916447666e-03,-3.816123478709090855e-05,3.132113301471117772e-05,-7.462582461009725776e-06,5.869230094990296465e-06,3.095216309770276730e-06,-6.730719946806962284e-06
1.190187367651464490e+00,-5.752220766708948663e-03,-3.445644566298783351e-05,3.346865142669908089e-05,-8.056203172596143602e-06,6.317648395801067629e-06,3.178115487036115017e-06,-7.202309278343810295e-06
1.190228590349958537e+00,-6.149109893828774709e-03,-3.010332484288530397e-05,3.559909719148823815e-05,-8.614151694327776276e-06,6.767418041953021657e-06,3.201188393427145673e-06,-7.688807224584537359e-06
1.190268106737143450e+00,-6.546016039785440555e-03,-2.506116898152999095e-05,3.772630088613726507e-05,-9.175001882966160593e-06,7.220555959752683606e-06,3.221961366997594389e-06,-8.167735156570932187e-06
1.190306119569838339e+00,-6.942938393621228554e-03,-1.939843310235639384e-05,3.983837980463256212e-05,-9.717043539789194107e-06,7.676047957969056590e-06,3.210679981234532132e-06,-8.650390600634105809e-06
1.190342724723696843e+00,-7.339876245941845401e-03,-1.312366096631670254e-05,4.193746921082874834e-05,-1.025015008421226170e-05,8.134427067832405989e-06,3.183075988504036058e-06,-9.130529175130353003e-06
1.190378062182256835e+00,-7.736828958468111583e-03,-6.272515065831874015e-06,4.401925251956706475e-05,-1.076860179231864389e-05,8.595459549010087130e-06,3.132309236812680364e-06,-9.610662506320810650e-06
