R,LDG,LDGQ,LDP,LDPQ,WD
0.0005,2.754121E-03,4.841075E-05,3.419065E-02,1.175146E-04,7.248958E-05
0.0015,4.084074E-03,6.797634E-05,5.063909E-02,2.405927E-04,1.357328E-04
0.0025,3.678152E-03,4.655145E-05,4.581591E-02,3.370911E-04,1.753260E-04
0.0035,3.807080E-03,3.424973E-05,4.711479E-02,4.609434E-04,2.347824E-04
0.0045,3.690932E-03,2.688455E-05,4.515083E-02,5.780264E-04,2.909661E-04
0.0055,3.744881E-03,2.249255E-05,4.569559E-02,7.030952E-04,3.519491E-04
0.0065,3.683337E-03,1.819773E-05,4.451002E-02,8.216528E-04,4.097364E-04
0.0075,3.727452E-03,1.624167E-05,4.504091E-02,9.464353E-04,4.698257E-04
0.0085,3.678762E-03,1.409317E-05,4.375749E-02,1.063796E-03,5.274195E-04
0.0095,3.720240E-03,1.300108E-05,4.432909E-02,1.187191E-03,5.862528E-04
0.0105,3.677729E-03,1.140608E-05,4.340559E-02,1.304648E-03,6.431933E-04
0.0115,3.709836E-03,1.082615E-05,4.347569E-02,1.424673E-03,7.007743E-04
0.0125,3.681265E-03,9.733025E-06,4.302875E-02,1.542215E-03,7.567034E-04
0.0135,3.699268E-03,9.318054E-06,4.276668E-02,1.659409E-03,8.131806E-04
0.0145,3.683506E-03,8.606394E-06,4.253157E-02,1.775915E-03,8.679773E-04
0.0155,3.691004E-03,8.299191E-06,4.220014E-02,1.891133E-03,9.233050E-04
0.0165,3.683262E-03,7.866883E-06,4.196569E-02,2.005790E-03,9.770266E-04
0.0175,3.684917E-03,7.650448E-06,4.167611E-02,2.119319E-03,1.031130E-03
0.0185,3.680918E-03,7.411779E-06,4.141185E-02,2.231980E-03,1.083820E-03
0.0195,3.679983E-03,7.286554E-06,4.114733E-02,2.343680E-03,1.136680E-03
0.0205,3.677275E-03,7.186196E-06,4.088112E-02,2.454394E-03,1.188346E-03
0.0215,3.675337E-03,7.153734E-06,4.062070E-02,2.564139E-03,1.239978E-03
0.0225,3.672883E-03,7.160843E-06,4.036096E-02,2.672887E-03,1.290610E-03
0.0235,3.670526E-03,7.217154E-06,4.010350E-02,2.780633E-03,1.341042E-03
0.0245,3.667981E-03,7.313736E-06,3.984831E-02,2.887368E-03,1.390628E-03
0.0255,3.665370E-03,7.450668E-06,3.959499E-02,2.993084E-03,1.439890E-03
0.0265,3.662639E-03,7.624148E-06,3.934368E-02,3.097773E-03,1.488420E-03
0.0275,3.659808E-03,7.832207E-06,3.909430E-02,3.201429E-03,1.536541E-03
0.0285,3.656867E-03,8.072322E-06,3.884681E-02,3.304045E-03,1.584008E-03
0.0295,3.653817E-03,8.342390E-06,3.860116E-02,3.405617E-03,1.631013E-03
0.0305,3.650658E-03,8.640378E-06,3.835734E-02,3.506139E-03,1.677416E-03
0.0315,3.647389E-03,8.964457E-06,3.811530E-02,3.605607E-03,1.723325E-03
0.0325,3.644008E-03,9.312958E-06,3.787502E-02,3.704017E-03,1.768666E-03
0.0335,3.640516E-03,9.684383E-06,3.763646E-02,3.801365E-03,1.813497E-03
0.0345,3.636911E-03,1.007739E-05,3.739959E-02,3.897650E-03,1.857782E-03
0.0355,3.633194E-03,1.049077E-05,3.716439E-02,3.992868E-03,1.901550E-03
0.0365,3.629365E-03,1.092346E-05,3.693084E-02,4.087017E-03,1.944786E-03
0.0375,3.625422E-03,1.137451E-05,3.669889E-02,4.180096E-03,1.987505E-03
0.0385,3.621366E-03,1.184308E-05,3.646854E-02,4.272103E-03,2.029701E-03
0.0395,3.617196E-03,1.232841E-05,3.623976E-02,4.363037E-03,2.071383E-03
0.0405,3.612914E-03,1.282984E-05,3.601252E-02,4.452898E-03,2.112550E-03
0.0415,3.608517E-03,1.334676E-05,3.578681E-02,4.541685E-03,2.153206E-03
0.0425,3.604008E-03,1.387865E-05,3.556260E-02,4.629399E-03,2.193352E-03
0.0435,3.599385E-03,1.442501E-05,3.533988E-02,4.716039E-03,2.232994E-03
0.0445,3.594649E-03,1.498541E-05,3.511862E-02,4.801606E-03,2.272131E-03
0.0455,3.589800E-03,1.555945E-05,3.489881E-02,4.886100E-03,2.310768E-03
0.0465,3.584838E-03,1.614678E-05,3.468043E-02,4.969524E-03,2.348908E-03
0.0475,3.579763E-03,1.674707E-05,3.446345E-02,5.051878E-03,2.386552E-03
0.0485,3.574576E-03,1.736001E-05,3.424788E-02,5.133163E-03,2.423703E-03
0.0495,3.569277E-03,1.798532E-05,3.403367E-02,5.213382E-03,2.460364E-03
0.0505,3.563866E-03,1.862275E-05,3.382084E-02,5.292535E-03,2.496538E-03
0.0515,3.558344E-03,1.927204E-05,3.360935E-02,5.370626E-03,2.532227E-03
0.0525,3.552710E-03,1.993298E-05,3.339919E-02,5.447656E-03,2.567434E-03
0.0535,3.546966E-03,2.060534E-05,3.319035E-02,5.523629E-03,2.602161E-03
0.0545,3.541111E-03,2.128893E-05,3.298281E-02,5.598545E-03,2.636412E-03
0.0555,3.535146E-03,2.198355E-05,3.277657E-02,5.672410E-03,2.670187E-03
0.0565,3.529072E-03,2.268901E-05,3.257160E-02,5.745224E-03,2.703491E-03
0.0575,3.522888E-03,2.340515E-05,3.236790E-02,5.816992E-03,2.736326E-03
0.0585,3.516596E-03,2.413179E-05,3.216545E-02,5.887716E-03,2.768694E-03
0.0595,3.510195E-03,2.486876E-05,3.196424E-02,5.957400E-03,2.800597E-03
0.0605,3.503687E-03,2.561592E-05,3.176426E-02,6.026048E-03,2.832039E-03
0.0615,3.497072E-03,2.637310E-05,3.156550E-02,6.093663E-03,2.863022E-03
0.0625,3.490350E-03,2.714015E-05,3.136794E-02,6.160248E-03,2.893548E-03
0.0635,3.483522E-03,2.791693E-05,3.117158E-02,6.225809E-03,2.923620E-03
0.0645,3.476589E-03,2.870330E-05,3.097641E-02,6.290347E-03,2.953241E-03
0.0655,3.469550E-03,2.949912E-05,3.078241E-02,6.353869E-03,2.982412E-03
0.0665,3.462407E-03,3.030424E-05,3.058958E-02,6.416377E-03,3.011137E-03
0.0675,3.455161E-03,3.111854E-05,3.039790E-02,6.477876E-03,3.039418E-03
0.0685,3.447811E-03,3.194188E-05,3.020736E-02,6.538370E-03,3.067257E-03
0.0695,3.440359E-03,3.277413E-05,3.001797E-02,6.597865E-03,3.094657E-03
0.0705,3.432805E-03,3.361515E-05,2.982970E-02,6.656363E-03,3.121620E-03
0.0715,3.425149E-03,3.446483E-05,2.964255E-02,6.713871E-03,3.148149E-03
0.0725,3.417393E-03,3.532303E-05,2.945651E-02,6.770392E-03,3.174246E-03
0.0735,3.409537E-03,3.618963E-05,2.927157E-02,6.825931E-03,3.199914E-03
0.0745,3.401582E-03,3.706450E-05,2.908773E-02,6.880493E-03,3.225155E-03
0.0755,3.393529E-03,3.794752E-05,2.890497E-02,6.934084E-03,3.249972E-03
0.0765,3.385377E-03,3.883857E-05,2.872329E-02,6.986707E-03,3.274367E-03
0.0775,3.377129E-03,3.973751E-05,2.854268E-02,7.038368E-03,3.298342E-03
0.0785,3.368784E-03,4.064424E-05,2.836314E-02,7.089073E-03,3.321900E-03
0.0795,3.360343E-03,4.155863E-05,2.818465E-02,7.138825E-03,3.345043E-03
0.0805,3.351808E-03,4.248056E-05,2.800721E-02,7.187631E-03,3.367774E-03
0.0815,3.343178E-03,4.340991E-05,2.783081E-02,7.235495E-03,3.390095E-03
0.0825,3.334455E-03,4.434656E-05,2.765544E-02,7.282423E-03,3.412008E-03
0.0835,3.325639E-03,4.529039E-05,2.748110E-02,7.328420E-03,3.433516E-03
0.0845,3.316732E-03,4.624128E-05,2.730779E-02,7.373492E-03,3.454622E-03
0.0855,3.307733E-03,4.719912E-05,2.713549E-02,7.417643E-03,3.475327E-03
0.0865,3.298644E-03,4.816378E-05,2.696420E-02,7.460880E-03,3.495634E-03
0.0875,3.289466E-03,4.913515E-05,2.679392E-02,7.503208E-03,3.515546E-03
0.0885,3.280199E-03,5.011310E-05,2.662463E-02,7.544633E-03,3.535064E-03
0.0895,3.270844E-03,5.109753E-05,2.645633E-02,7.585159E-03,3.554192E-03
0.0905,3.261403E-03,5.208832E-05,2.628902E-02,7.624793E-03,3.572931E-03
0.0915,3.251875E-03,5.308535E-05,2.612269E-02,7.663540E-03,3.591284E-03
0.0925,3.242261E-03,5.408850E-05,2.595733E-02,7.701407E-03,3.609253E-03
0.0935,3.232564E-03,5.509765E-05,2.579295E-02,7.738398E-03,3.626841E-03
0.0945,3.222782E-03,5.611270E-05,2.562953E-02,7.774519E-03,3.644050E-03
0.0955,3.212918E-03,5.713352E-05,2.546706E-02,7.809777E-03,3.660882E-03
0.0965,3.202972E-03,5.815999E-05,2.530556E-02,7.844177E-03,3.677339E-03
0.0975,3.192945E-03,5.919201E-05,2.514500E-02,7.877724E-03,3.693425E-03
0.0985,3.182838E-03,6.022946E-05,2.498539E-02,7.910426E-03,3.709140E-03
0.0995,3.172651E-03,6.127222E-05,2.482672E-02,7.942287E-03,3.724489E-03
0.1005,3.162386E-03,6.232018E-05,2.466898E-02,7.973314E-03,3.739472E-03
0.1015,3.152044E-03,6.337322E-05,2.451217E-02,8.003512E-03,3.754093E-03
0.1025,3.141625E-03,6.443124E-05,2.435630E-02,8.032887E-03,3.768353E-03
0.1035,3.131131E-03,6.549410E-05,2.420134E-02,8.061446E-03,3.782255E-03
0.1045,3.120562E-03,6.656171E-05,2.404730E-02,8.089195E-03,3.795801E-03
0.1055,3.109919E-03,6.763394E-05,2.389418E-02,8.116139E-03,3.808993E-03
0.1065,3.099203E-03,6.871068E-05,2.374197E-02,8.142284E-03,3.821835E-03
0.1075,3.088415E-03,6.979183E-05,2.359066E-02,8.167637E-03,3.834327E-03
0.1085,3.077557E-03,7.087726E-05,2.344026E-02,8.192204E-03,3.846473E-03
0.1095,3.066628E-03,7.196687E-05,2.329075E-02,8.215991E-03,3.858275E-03
0.1105,3.055631E-03,7.306053E-05,2.314215E-02,8.239003E-03,3.869734E-03
0.1115,3.044565E-03,7.415815E-05,2.299443E-02,8.261247E-03,3.880854E-03
0.1125,3.033432E-03,7.525960E-05,2.284760E-02,8.282730E-03,3.891636E-03
0.1135,3.022234E-03,7.636478E-05,2.270165E-02,8.303457E-03,3.902083E-03
0.1145,3.010970E-03,7.747357E-05,2.255659E-02,8.323434E-03,3.912197E-03
0.1155,2.999642E-03,7.858586E-05,2.241241E-02,8.342668E-03,3.921981E-03
0.1165,2.988250E-03,7.970155E-05,2.226910E-02,8.361165E-03,3.931436E-03
0.1175,2.976797E-03,8.082052E-05,2.212666E-02,8.378930E-03,3.940565E-03
0.1185,2.965282E-03,8.194266E-05,2.198509E-02,8.395971E-03,3.949371E-03
0.1195,2.953707E-03,8.306786E-05,2.184438E-02,8.412294E-03,3.957855E-03
0.1205,2.942074E-03,8.419601E-05,2.170454E-02,8.427904E-03,3.966019E-03
0.1215,2.930382E-03,8.532701E-05,2.156556E-02,8.442809E-03,3.973867E-03
0.1225,2.918632E-03,8.646075E-05,2.142743E-02,8.457013E-03,3.981399E-03
0.1235,2.906827E-03,8.759711E-05,2.129016E-02,8.470524E-03,3.988620E-03
0.1245,2.894967E-03,8.873600E-05,2.115374E-02,8.483348E-03,3.995530E-03
